	word	occurences
15321	Sanger	3
15322	Sandy	3
15323	Sands	3
15324	adversely	3
15325	advertisement	3
15326	4.92	3
15327	choppy	3
15328	clearer	3
15329	cleaned	3
15330	clauses	3
15331	classifications	3
15332	clashed	3
15333	clarinetist	3
15334	clarification	3
15335	civilians	3
15336	circumvent	3
15337	chronicle	3
15338	chlorine	3
15339	comfortably	3
15340	chilly	3
15341	chiefly	3
15342	chicken	3
15343	chic	3
15344	chess	3
15345	cherry	3
15346	chemist	3
15347	chef	3
15348	cheese	3
15349	cheers	3
15350	clerical	3
15351	clinics	3
15352	clips	3
15353	clocks	3
15354	combing	3
15355	colorful	3
15356	colored	3
15357	collectors	3
15358	colleague	3
15359	collapses	3
15360	collaborated	3
15361	coin	3
15362	coffers	3
15363	cockpit	3
15364	coal-fired	3
15365	coaching	3
15366	co-owner	3
15367	co-managing	3
15368	co-founded	3
15369	clouded	3
15370	cloth	3
15371	closet	3
15372	closest	3
15373	30-second	3
15374	clogged	3
15375	checked	3
15376	cheat	3
15377	cheaply	3
15378	case-by-case	3
15379	carpets	3
15380	cardiovascular	3
15381	cardiac	3
15382	carbon-dioxide	3
15383	32,000	3
15384	32-bit	3
15385	canned	3
15386	cancerous	3
15387	canal	3
15388	32.5	3
15389	32.6	3
15390	32.8	3
15391	calculator	3
15392	calculating	3
15393	calculates	3
15394	calamity	3
15395	cake	3
15396	cachet	3
15397	cables	3
15398	cable-television	3
15399	buzz	3
15400	carved	3
15401	31.25	3
15402	charm	3
15403	cash-rich	3
15404	300ZX	3
15405	305	3
15406	championship	3
15407	champions	3
15408	champagne	3
15409	chambers	3
15410	challengers	3
15411	chain-store	3
15412	3090	3
15413	certified	3
15414	certainty	3
15415	ceramics	3
15416	censored	3
15417	celebrated	3
15418	31.2	3
15419	cats	3
15420	catering	3
15421	cataract	3
15422	catalogs	3
15423	castle	3
15424	castigating	3
15425	comedies	3
15426	commemorative	3
15427	advocated	3
15428	cornerstone	3
15429	courier	3
15430	countrymen	3
15431	counterterrorism	3
15432	counters	3
15433	counterclaim	3
15434	corridor	3
15435	correspondence	3
15436	correctly	3
15437	corporatist	3
15438	corporatism	3
15439	cornered	3
15440	commentator	3
15441	copyrights	3
15442	copyrighted	3
15443	copier	3
15444	cop-killer	3
15445	cop	3
15446	coordination	3
15447	coordinates	3
15448	cooperated	3
15449	coolly	3
15450	convict	3
15451	court-appointed	3
15452	courted	3
15453	courting	3
15454	cousin	3
15455	3.13	3
15456	curbed	3
15457	curator	3
15458	cups	3
15459	culprits	3
15460	culprit	3
15461	crusade	3
15462	crumpled	3
15463	crumble	3
15464	crudes	3
15465	crude-oil	3
15466	crowds	3
15467	criminality	3
15468	crib	3
15469	crest	3
15470	credit-rating	3
15471	crawl	3
15472	crashing	3
15473	3.20	3
15474	covenants	3
15475	cousins	3
15476	converters	3
15477	conventional-arms	3
15478	convent	3
15479	conflict-of-interest	3
15480	conducts	3
15481	3.625	3
15482	conditioning	3
15483	3.64	3
15484	computer-market	3
15485	computer-maintenance	3
15486	computer-integrated-manufacturing	3
15487	comprises	3
15488	compliment	3
15489	complied	3
15490	complications	3
15491	complexes	3
15492	comparatively	3
15493	3.85	3
15494	commuter	3
15495	communism	3
15496	communicate	3
15497	commonplace	3
15498	commercially	3
15499	commercialize	3
15500	commentators	3
15501	confided	3
15502	confront	3
15503	convened	3
15504	confronting	3
15505	convene	3
15506	controller	3
15507	contrasts	3
15508	contradictions	3
15509	contractions	3
15510	contract-drilling	3
15511	continuously	3
15512	3.45	3
15513	3.46	3
15514	continuation	3
15515	contiguous	3
15516	contempt	3
15517	contemplate	3
15518	containment	3
15519	containerboard	3
15520	consummated	3
15521	consult	3
15522	constrained	3
15523	conservation	3
15524	consciousness	3
15525	connect	3
15526	buy-and-hold	3
15527	button	3
15528	butterfat	3
15529	armored	3
15530	asthma	3
15531	assorted	3
15532	assisting	3
15533	assisted	3
15534	assign	3
15535	assertion	3
15536	asphalt	3
15537	39-year-old	3
15538	artwork	3
15539	arrivals	3
15540	39.8	3
15541	butt	3
15542	390,000	3
15543	arched	3
15544	arbitrager	3
15545	393	3
15546	aramid	3
15547	aquarium	3
15548	approximate	3
15549	396,000	3
15550	appropriators	3
15551	appraisals	3
15552	astonishing	3
15553	astronauts	3
15554	attaching	3
15555	attests	3
15556	bailouts	3
15557	bacterial	3
15558	backlash	3
15559	backfired	3
15560	backbone	3
15561	awry	3
15562	awesome	3
15563	38,000	3
15564	avert	3
15565	auxiliary	3
15566	autonomous	3
15567	autographed	3
15568	auto-industry	3
15569	authorizing	3
15570	authoritarian	3
15571	austere	3
15572	augment	3
15573	auditor	3
15574	audition	3
15575	audited	3
15576	attrition	3
15577	appoint	3
15578	appliance	3
15579	applauds	3
15580	allotments	3
15581	allergies	3
15582	allegiance	3
15583	allege	3
15584	all-white	3
15585	4.52	3
15586	akin	3
15587	aisle	3
15588	airplane	3
15589	airborne	3
15590	air-traffic	3
15591	air-conditioned	3
15592	ailment	3
15593	aggregate	3
15594	ages	3
15595	after-hours	3
15596	4.90	3
15597	aflatoxin	3
15598	afforded	3
15599	affirmed	3
15600	affirmative-action	3
15601	aesthetic	3
15602	alleys	3
15603	4.50	3
15604	applauded	3
15605	allowable	3
15606	applaud	3
15607	appalled	3
15608	antiquities	3
15609	anti-monopoly	3
15610	anti-apartheid	3
15611	anti-Soviet	3
15612	antagonize	3
15613	answering	3
15614	anonymous	3
15615	animation	3
15616	angle	3
15617	anecdotal	3
15618	4.05	3
15619	4.07	3
15620	ammonium	3
15621	amend	3
15622	ambiguities	3
15623	amasses	3
15624	4.375	3
15625	aloft	3
15626	allowances	3
15627	bakeware	3
15628	balance-of-payments	3
15629	balancing	3
15630	brochures	3
15631	broadening	3
15632	bribes	3
15633	brethren	3
15634	brass	3
15635	brandy	3
15636	338	3
15637	boundary	3
15638	boundaries	3
15639	bounces	3
15640	bottling	3
15641	botched	3
15642	bore	3
15643	boosters	3
15644	34.2	3
15645	boon	3
15646	booking	3
15647	bones	3
15648	bond-trading	3
15649	bond-equivalent	3
15650	bombshell	3
15651	bombarded	3
15652	broadest	3
15653	brow	3
15654	boilers	3
15655	brush	3
15656	butcher	3
15657	busted	3
15658	33,000	3
15659	33-year-old	3
15660	burner	3
15661	burgeoning	3
15662	bureaucracies	3
15663	burdensome	3
15664	burdened	3
15665	buoyant	3
15666	bulls	3
15667	bulbs	3
15668	33.3	3
15669	builder	3
15670	33.6	3
15671	bug	3
15672	buffeted	3
15673	bucks	3
15674	buckled	3
15675	brutally	3
15676	brushes	3
15677	bolts	3
15678	bode	3
15679	balk	3
15680	belfry	3
15681	360-day	3
15682	beforehand	3
15683	362	3
15684	bees	3
15685	beers	3
15686	365-day	3
15687	beefed	3
15688	368	3
15689	beans	3
15690	battling	3
15691	37-year-old	3
15692	batter	3
15693	bass	3
15694	37.1	3
15695	barge	3
15696	bargain-basement	3
15697	37.75	3
15698	ballroom	3
15699	ballots	3
15700	balloons	3
15701	balloonists	3
15702	36.6	3
15703	belt	3
15704	boast	3
15705	beneficiary	3
15706	blunted	3
15707	blown	3
15708	blockbuster	3
15709	blockade	3
15710	blink	3
15711	blending	3
15712	black-and-white	3
15713	bits	3
15714	biting	3
15715	bishop	3
15716	births	3
15717	bird	3
15718	bigotry	3
15719	35.7	3
15720	bicycle	3
15721	bickering	3
15722	bets	3
15723	bested	3
15724	beside	3
15725	beset	3
15726	bent	3
15727	Perrier	3
15728	Pepsi	3
15729	cushioning	3
15730	Clements	3
15731	Components	3
15732	Compare	3
15733	Comfort	3
15734	Colodny	3
15735	Collor	3
15736	Colinas	3
15737	Col.	3
15738	Coal	3
15739	Clubs	3
15740	Clough	3
15741	Clayton	3
15742	Crowntuft	3
15743	Claude	3
15744	Classic	3
15745	Claims	3
15746	Citadel	3
15747	Chris-Craft	3
15748	Chosen	3
15749	Chip	3
15750	Chilean	3
15751	Chicken	3
15752	Chiat\/Day\/Mojo	3
15753	CompuServe	3
15754	Concern	3
15755	Conde	3
15756	Confair	3
15757	Cristiani	3
15758	Cristal	3
15759	Crestmont	3
15760	Crescott	3
15761	Creative	3
15762	Crawford	3
15763	Coxon	3
15764	Covert	3
15765	Courts	3
15766	6.70	3
15767	Cosmetics	3
15768	Corsica	3
15769	Corporations	3
15770	6.76	3
15771	Corolla	3
15772	Copperweld	3
15773	Contrary	3
15774	Continuing	3
15775	Conseco	3
15776	Conn.-based	3
15777	Confidence	3
15778	605	3
15779	Cheerios	3
15780	Chateau	3
15781	CalMat	3
15782	Cabinet	3
15783	Ca	3
15784	CVN	3
15785	CSC	3
15786	CRA	3
15787	CPI	3
15788	CORPORATE	3
15789	CORP.	3
15790	COMPANIES	3
15791	COCOA	3
15792	CNBC	3
15793	CFC	3
15794	CDC	3
15795	Buyers	3
15796	Butz	3
15797	Butterfinger	3
15798	Businessland	3
15799	Bus	3
15800	Burroughs	3
15801	Burr	3
15802	Bullocks	3
15803	Cadbury	3
15804	Calgene	3
15805	Charter	3
15806	62%-owned	3
15807	Champs	3
15808	Cessna	3
15809	Cervantes	3
15810	Certificates	3
15811	Caution	3
15812	Catherall	3
15813	Catastrophic	3
15814	Casey	3
15815	Carver	3
15816	Carolyn	3
15817	Carnegie-Mellon	3
15818	Carnegie	3
15819	Carmon	3
15820	Cardinal	3
15821	Carder	3
15822	Card	3
15823	Cara	3
15824	610	3
15825	Cannell	3
15826	Canepa	3
15827	California-based	3
15828	Criticism	3
15829	Cullinet	3
15830	Bulgarian	3
15831	Election	3
15832	Erie	3
15833	Equally	3
15834	Epilepsy	3
15835	Employment	3
15836	Empire	3
15837	Emirates	3
15838	Emeryville	3
15839	Ellen	3
15840	Elie	3
15841	6,500	3
15842	Elected	3
15843	Cuomo	3
15844	Ehman	3
15845	Egypt	3
15846	Egnuss	3
15847	Eggers	3
15848	Eddy	3
15849	ESPs	3
15850	EARNINGS	3
15851	E.W.	3
15852	Duriron	3
15853	Duncan	3
15854	Escort	3
15855	Especially	3
15856	Estimate	3
15857	Etzioni	3
15858	Finanziaria	3
15859	Figures	3
15860	Ferruzzi	3
15861	Felix	3
15862	Fedders	3
15863	598	3
15864	Faulding	3
15865	Farrell	3
15866	Fanuc	3
15867	Fang	3
15868	Famous	3
15869	Fairless	3
15870	FIRST	3
15871	FFr	3
15872	F	3
15873	Export	3
15874	Expect	3
15875	Exit	3
15876	Excalibur	3
15877	Evidence	3
15878	Europa	3
15879	Dumez	3
15880	Duarte	3
15881	Dreyer	3
15882	Denise	3
15883	Democratic-controlled	3
15884	Deloitte-Touche	3
15885	Delaney	3
15886	6.45	3
15887	Debt	3
15888	Deborah	3
15889	DeLay	3
15890	Datatronic	3
15891	Darkhorse	3
15892	Dalbar	3
15893	Daimler	3
15894	Daihatsu	3
15895	Dad	3
15896	DWG	3
15897	DOT	3
15898	DIG	3
15899	DC-10	3
15900	DAT	3
15901	D.C.-based	3
15902	Czech	3
15903	Customers	3
15904	6.30	3
15905	Denny	3
15906	6.07	3
15907	Deposits	3
15908	Dozens	3
15909	6.15	3
15910	Dougherty	3
15911	Dorgan	3
15912	Door	3
15913	Dooling	3
15914	Dixon	3
15915	Disneyland	3
15916	Directorate	3
15917	Dillow	3
15918	Dillon	3
15919	Digate	3
15920	Different	3
15921	Did	3
15922	Dictaphone	3
15923	Dickens	3
15924	Diaper	3
15925	Diamandis	3
15926	Design	3
15927	Desc	3
15928	Depot	3
15929	Bull	3
15930	Builders	3
15931	Peoria	3
15932	Added	3
15933	Alltel	3
15934	Allied-Lyons	3
15935	Alamos	3
15936	Ajinomoto	3
15937	670	3
15938	Agnew	3
15939	Agent	3
15940	Age	3
15941	Adults	3
15942	Administrators	3
15943	Acura	3
15944	Appleyard	3
15945	Achievement	3
15946	Accessories	3
15947	Abraham	3
15948	Above	3
15949	Abby	3
15950	Abbott	3
15951	AS	3
15952	AMT	3
15953	AMERICAN	3
15954	AIW	3
15955	Alongside	3
15956	Althea	3
15957	Altimari	3
15958	Altogether	3
15959	65.7	3
15960	Anglo-French	3
15961	Anglo-Dutch	3
15962	Anglo	3
15963	Angell	3
15964	Andreas	3
15965	Analyst	3
15966	Analog	3
15967	Amway	3
15968	Amtrak	3
15969	Amtech	3
15970	Amram	3
15971	Ammann	3
15972	Ameritech	3
15973	Americas	3
15974	Americana	3
15975	American-style	3
15976	American-made	3
15977	66.8	3
15978	Always	3
15979	Alusuisse	3
15980	AEG	3
15981	ADN	3
15982	AC&R	3
15983	8.42	3
15984	8.26	3
15985	8.22	3
15986	8.20	3
15987	8.15	3
15988	8.08	3
15989	8.07	3
15990	7:30	3
15991	727	3
15992	725	3
15993	720,000	3
15994	72.2	3
15995	70.1	3
15996	7,500	3
15997	7.962	3
15998	7.85	3
15999	7.82	3
16000	7.81	3
16001	7.77	3
16002	7.458	3
16003	7.32	3
16004	7.272	3
16005	8.28	3
16006	8.56	3
16007	A&M	3
16008	8.575	3
16009	68.5	3
16010	999	3
16011	99.1875	3
16012	99.1	3
16013	963	3
16014	925	3
16015	90,000	3
16016	9.81	3
16017	9.80	3
16018	9.78	3
16019	9.45	3
16020	9.35	3
16021	9.1	3
16022	9-11	3
16023	82.8	3
16024	813	3
16025	8.95	3
16026	8.90	3
16027	8.65	3
16028	8.61	3
16029	8.59	3
16030	Antitrust	3
16031	Arab-sponsored	3
16032	Bud	3
16033	Blunt	3
16034	Bosch	3
16035	Born	3
16036	Bordeaux	3
16037	Books	3
16038	Bonwit	3
16039	Bonnie	3
16040	Bolivia	3
16041	Bolinas	3
16042	Boehm	3
16043	Boca	3
16044	Bluff	3
16045	Archuleta	3
16046	Blues	3
16047	Blodgett	3
16048	Bloch	3
16049	Blandings	3
16050	Blanchard	3
16051	Birtcher	3
16052	Biotechnology	3
16053	Biny	3
16054	Bilzerian	3
16055	Bigger	3
16056	Boston-based	3
16057	625	3
16058	Bouillaire	3
16059	Boulevard	3
16060	Buck	3
16061	Buchner	3
16062	Bryan	3
16063	Broward	3
16064	Brotherhood	3
16065	Broberg	3
16066	Broadway	3
16067	Broadcast	3
16068	Bristol	3
16069	Bright	3
16070	Brewery	3
16071	Bretz	3
16072	Brenda	3
16073	Breene	3
16074	Braniff	3
16075	Brand	3
16076	Branca	3
16077	Braidwood	3
16078	Brae	3
16079	Bowles	3
16080	Bouygues	3
16081	Betty	3
16082	Best	3
16083	Berthold	3
16084	Ballhaus	3
16085	Bakersfield	3
16086	Baja	3
16087	Bahamas	3
16088	Baer	3
16089	Backe	3
16090	Bacarella	3
16091	Ba3	3
16092	BSN	3
16093	BPC	3
16094	BIP	3
16095	B2	3
16096	Ayer	3
16097	Atkins	3
16098	Athena	3
16099	Assume	3
16100	Assessment	3
16101	Asquith	3
16102	Aslanian	3
16103	Asians	3
16104	Aruba	3
16105	Argentine	3
16106	Ballard	3
16107	Baltic	3
16108	Berman	3
16109	Balzac	3
16110	Bergen	3
16111	Beretta	3
16112	Berbera	3
16113	Belo	3
16114	Bello	3
16115	Belgique	3
16116	Beirut	3
16117	Beer	3
16118	Beau	3
16119	Bears	3
16120	Bayerische	3
16121	Bavaria	3
16122	Bausch	3
16123	Battery	3
16124	Basf	3
16125	Barris	3
16126	Barnum	3
16127	Barnard	3
16128	Baring	3
16129	Bard	3
16130	Bang	3
16131	Fingers	3
16132	Fiorini	3
16133	Fitness	3
16134	MITI	3
16135	Maloney	3
16136	Malizia	3
16137	Male	3
16138	Makers	3
16139	Main	3
16140	Maguire	3
16141	Magnin	3
16142	Macmillan\/McGraw-Hill	3
16143	MTV	3
16144	MNC	3
16145	MARKET	3
16146	McLaughlin	3
16147	MADD	3
16148	M.D.	3
16149	M'Bow	3
16150	M&A	3
16151	M	3
16152	Luxembourg	3
16153	Lurie	3
16154	Luis	3
16155	Ludcke	3
16156	Louis-based	3
16157	Mame	3
16158	50th	3
16159	Marie	3
16160	Marie-Louise	3
16161	McClelland	3
16162	McCammon	3
16163	McCall	3
16164	McCabe	3
16165	McBride	3
16166	Maybelline	3
16167	Maury	3
16168	Mattress	3
16169	Mattausch	3
16170	Matt	3
16171	Matagorda	3
16172	Mastro	3
16173	MasterCard	3
16174	Marunouchi	3
16175	Marrie	3
16176	Marlboro	3
16177	504	3
16178	Marion	3
16179	Marinaro	3
16180	Marilyn	3
16181	Marietta	3
16182	Lothson	3
16183	Losses	3
16184	Longer	3
16185	Legend	3
16186	Leche	3
16187	Leap	3
16188	Leach	3
16189	Lawrenson	3
16190	Lauren	3
16191	Lauderdale	3
16192	Lampoon	3
16193	Lakes	3
16194	Lakeland	3
16195	Laidig	3
16196	Lai	3
16197	Lac	3
16198	Labatt	3
16199	LaSalle	3
16200	LIT	3
16201	L.L.	3
16202	L'Oreal	3
16203	Kuehn	3
16204	Kroger	3
16205	Krishnamurthy	3
16206	Krisher	3
16207	Leemans	3
16208	Legislature	3
16209	Lombardo	3
16210	Lego	3
16211	Lomb	3
16212	Loggia	3
16213	Loews	3
16214	Location	3
16215	Liza	3
16216	Lives	3
16217	Liu	3
16218	Lithox	3
16219	Lisa	3
16220	Lin	3
16221	Lights	3
16222	LifeSavers	3
16223	Lieber	3
16224	Libor	3
16225	Liability	3
16226	Li	3
16227	Lew	3
16228	Levin	3
16229	Leverage	3
16230	Lep	3
16231	Len	3
16232	McKinsey	3
16233	McMillin	3
16234	Flakes	3
16235	OECD	3
16236	Ondaatje	3
16237	Omnicom	3
16238	Olsen	3
16239	Olay	3
16240	Oka	3
16241	Ohio-based	3
16242	Offices	3
16243	Objections	3
16244	Oaks	3
16245	ON	3
16246	O'Connell	3
16247	McNally	3
16248	Nuys	3
16249	Nuveen	3
16250	Nova	3
16251	Nov	3
16252	Norris	3
16253	Nine	3
16254	Nimitz	3
16255	Nichol	3
16256	Newspapers	3
16257	Newquist	3
16258	Oneida	3
16259	Open	3
16260	Opinion	3
16261	Opportunity	3
16262	Pechiney	3
16263	Peanuts	3
16264	Peace	3
16265	Payne	3
16266	Pauline	3
16267	Patients	3
16268	Parks	3
16269	Pao	3
16270	Panelli	3
16271	Pamela	3
16272	5.42	3
16273	PPI	3
16274	PAPERS	3
16275	PACs	3
16276	Ownership	3
16277	Ottoman	3
16278	Otto	3
16279	Otero	3
16280	Ordinarily	3
16281	Oranjemund	3
16282	Oracle	3
16283	Newgate	3
16284	Nerds	3
16285	Ned	3
16286	Morita	3
16287	Months	3
16288	Monroe	3
16289	Monogram	3
16290	Money-fund	3
16291	Moleculon	3
16292	Model	3
16293	Mobile	3
16294	Mission	3
16295	Miss.	3
16296	Misawa	3
16297	Minuteman	3
16298	Mint	3
16299	Minna	3
16300	Miner	3
16301	Military	3
16302	Mich.-based	3
16303	Metals	3
16304	Meson	3
16305	Merhige	3
16306	Medtronic	3
16307	Meagher	3
16308	50.6	3
16309	Mortimer	3
16310	Neave	3
16311	Morton	3
16312	Nazi	3
16313	Naturally	3
16314	Nast	3
16315	Names	3
16316	Nahas	3
16317	NORC	3
16318	NO	3
16319	NMTBA	3
16320	NFIB	3
16321	NASAA	3
16322	NAM	3
16323	N.A.	3
16324	Mussolini	3
16325	Music	3
16326	Muramatsu	3
16327	Muniak	3
16328	Mount	3
16329	Motoren	3
16330	50.1	3
16331	Motel	3
16332	Moslems	3
16333	Krebs	3
16334	Krat	3
16335	Koskotas	3
16336	Gorman	3
16337	Grobstein	3
16338	Greens	3
16339	Greenfield	3
16340	Greek	3
16341	Gras	3
16342	Grants	3
16343	Grain	3
16344	Graeme	3
16345	Gradmann	3
16346	Gortari	3
16347	Goodman	3
16348	Kori	3
16349	Goode	3
16350	Gomez	3
16351	Glen	3
16352	Glaxo	3
16353	Givens	3
16354	Givaudan	3
16355	Gitanes	3
16356	Ginn	3
16357	Gilbert	3
16358	Giffen	3
16359	Grossman	3
16360	57.50	3
16361	Grove	3
16362	Grubman	3
16363	Hence	3
16364	Helsinki	3
16365	Heidelberg	3
16366	Healthdyne	3
16367	Hassan	3
16368	Harty	3
16369	Hartt	3
16370	Harsco	3
16371	Harrisburg	3
16372	Harley-Davidson	3
16373	Hans	3
16374	Hampton	3
16375	Halsey	3
16376	Hale	3
16377	HDTVs	3
16378	HAS	3
16379	Gustafson	3
16380	Guild	3
16381	Guides	3
16382	Guide	3
16383	Gruntal	3
16384	Gibraltar	3
16385	Ghostbusters	3
16386	Gerry	3
16387	Funny	3
16388	Fuel	3
16389	Friedman	3
16390	Fridays	3
16391	58.9	3
16392	Freshman	3
16393	Fresca	3
16394	Freightways	3
16395	Freight	3
16396	Freedman	3
16397	Fraud	3
16398	Francois-Poncet	3
16399	Founded	3
16400	Fossett	3
16401	Forum	3
16402	Fortune	3
16403	Foret	3
16404	Foreigners	3
16405	Forbes	3
16406	Flynn	3
16407	Flint	3
16408	Flexible	3
16409	58,000	3
16410	Furs	3
16411	Geoffrey	3
16412	G	3
16413	Genscher	3
16414	Gemina	3
16415	Geiger	3
16416	Gaylord	3
16417	Gauguin	3
16418	Gatos	3
16419	Gasoline	3
16420	Garrett	3
16421	Garman	3
16422	Garfield	3
16423	Garcias	3
16424	Garber	3
